,date,text,isRetweet,isDeleted,favorites,retweets,Toxicity_score
63,12/16/2020 1:05,Because of corruption or because I won despite corruption? https://t.co/6yoazp4WOm,f,f,151739,29433,0.31089434
64,12/15/2020 16:00,Mo Brooks: ‘Trump Won the Electoral College‘ --- I Can Be a Part of the ‘Surrender Caucus‘ or I Can Fight for Our Country https://t.co/8BcvdpY3Qf via @BreitbartNews,f,f,180977,43655,0.10440106
65,12/15/2020 15:41,Tremendous evidence pouring in on voter fraud. There has never been anything like this in our Country!,f,f,412404,81186,0.15157124
66,12/15/2020 14:25,"68% error rate in Michigan Voting Machines. Should be, by law, a tiny percentage of one percent. Did Michigan Secretary of State break the law? Stay tuned!",f,f,325201,66896,0.044376127
67,12/15/2020 14:21,"Tremendous problems being found with voting machines. They are so far off it is ridiculous. Able to take a landslide victory and reduce it to a tight loss. This is not what the USA is all about. Law enforcement shielding machines. DO NOT TAMPER, a crime. Much more to come!",f,f,266879,59726,0.45009524
68,12/15/2020 5:30,"Thank you Kevin. Many Trump votes were routed to Biden. The highly respected Michigan Judge released this epic report. True all over the Country. This Fake Election can no longer stand. Get moving Republicans. Big Swing State Win!  75,000,000 VOTES. https://t.co/0sodJFr80k",f,f,153224,37786,0.23974364
69,12/15/2020 5:21,"This is BIG NEWS. Dominion Voting Machines are a disaster all over the Country. Changed the results of a landslide election. Can’t let this happen. Thank you for the genius, bravery, and patriotism of the Judge. Should get a medal! https://t.co/4WwiA83Prg",f,f,212020,54672,0.18399537
70,12/14/2020 22:39,"...Deputy Attorney General Jeff Rosen, an outstanding person, will become Acting Attorney General. Highly respected Richard Donoghue will be taking over the duties of Deputy Attorney General. Thank you to all! https://t.co/V5sqOJT9PM",f,f,158703,32372,0.031128297
71,12/14/2020 22:39,"Just had a very nice meeting with Attorney General Bill Barr at the White House. Our relationship has been a very good one, he has done an outstanding job! As per letter, Bill will be leaving just before Christmas to spend the holidays with his family...",f,f,229942,40833,0.04391571
72,12/14/2020 19:59,WOW. This report shows massive fraud. Election changing result! https://t.co/dFT3sRpUY5,f,f,232233,56763,0.14037825
73,12/14/2020 14:24,First Vaccine Administered. Congratulations USA! Congratulations WORLD!,f,f,367805,42465,0.09732062
74,12/14/2020 13:57,"“Why did the Swing States stop counting in the middle of the night?” @MariaBartiromo Because they waited to find out how many ballots they had to produce in order to steal the Rigged Election. They were so far behind that they needed time, &amp; a fake “water main break”, to recover!",f,f,269237,62408,0.18201633
75,12/14/2020 5:16,A great honor! https://t.co/n6IyFtcXIQ,f,f,211949,31652,0.046246707
76,12/14/2020 5:03,"What a fool Governor @BrianKempGA of Georgia is. Could have been so easy, but now we have to do it the hard way. Demand this clown call a Special Session and open up signature verification, NOW. Otherwise, could be a bad day for two GREAT Senators on January 5th.",f,f,216765,44464,0.8606264
77,12/14/2020 4:56,"Democrats weakened the Signature Verification (and other) safeguards in Georgia. @staceyabrams played @BrianKempGA &amp; Secretary of State, for fools. Consent Decree, which is terrible for Republicans (and honest people!), must be opened up NOW - David, Kelly, and I will then win!",f,f,141144,30002,0.6693109
78,12/14/2020 3:39,"Oh no! What is going on? This is not good news, even for “Indians”. Cancel culture at work! https://t.co/d1l0C9g6Pd",f,f,99790,17525,0.36024365
79,12/14/2020 3:31,"People working in the White House should receive the vaccine somewhat later in the program, unless specifically necessary. I have asked that this adjustment be made. I am not scheduled to take the vaccine, but look forward to doing so at the appropriate time. Thank you!",f,f,180621,23931,0.016242094
80,12/14/2020 3:25,https://t.co/dZ56TExPWf,f,f,96503,24418,0.070710324
81,12/13/2020 23:23,"Vaccines are shipped and on their way, FIVE YEARS AHEAD OF SCHEDULE. Get well USA. Get well WORLD. We love you all!",f,f,346399,44963,0.10960883
82,12/13/2020 22:49,"....place in Detroit, Philadelphia, Milwaukee, Atlanta, Pittsburgh, and elsewhere. In all Swing State cases, there are far more votes than are necessary to win the State, and the Election itself. Therefore, VOTES CANNOT BE CERTIFIED. THIS ELECTION IS UNDER PROTEST!",f,f,160918,32743,0.080850616
83,12/13/2020 22:49,".....and many others voted illegally. Also, machine “glitches” (another word for FRAUD), ballot harvesting, non-resident voters, fake ballots, “stuffing the ballot box”, votes for pay, roughed up Republican Poll Watchers, and sometimes even more votes than people voting, took....",f,f,156467,31232,0.24114035
84,12/13/2020 22:49,"Swing States that have found massive VOTER FRAUD, which is all of them, CANNOT LEGALLY CERTIFY these votes as complete &amp; correct without committing a severely punishable crime. Everybody knows that dead people, below age people, illegal immigrants, fake signatures, prisoners,....",f,f,245205,60394,0.46293506
85,12/13/2020 22:16,...They just “chickened out” and didn’t want to rule on the merits of the case. So bad for our Country!,f,f,160407,23935,0.15294468
86,12/13/2020 22:16,"The fact that the Supreme Court wouldn’t find standing in an original jurisdiction matter between multiple states, and including the President of the States, is absurd. It is enumerated in the Constitution...",f,f,210483,38618,0.17456922
87,12/13/2020 22:15,"...Tens of millions of haphazardly ballots sent, with some people getting two, three, or four ballots. We will never give up!",f,f,124921,22337,0.0761638
88,12/13/2020 22:15,"The RINOS that run the state voting apparatus have caused us this problem of allowing the Democrats to so blatantly cheat in their attempt to steal the election, which we won overwhelmingly. How dare they allow this massive and ridiculous Mail-In Voting to occur...",f,f,171587,35988,0.5876557
89,12/13/2020 15:49,THE BIGGEST WINNER OF OUR NEW DEFENSE BILL IS CHINA!. I WILL VETO!,f,f,311866,52701,0.33719936
90,12/13/2020 15:36,MOST CORRUPT ELECTION IN U.S. HISTORY!,f,f,549796,90856,0.7333268
91,12/13/2020 15:35,How do states and politicians confirm an election where corruption and irregularities are documented throughout? A Swing State hustle!,f,f,249426,45749,0.14707156
92,12/13/2020 15:11,"The drug companies are going crazy putting up nasty ads against me asking to “withdraw my Favored Nation’s Executive Order”. They don’t want the U.S. to have the lowest drug prices in the world, but we now will. Big reductions coming. No other politician would do this!!!",f,f,248743,49530,0.40712795
93,12/12/2020 19:23,"If failing Governor @BrianKempGA would allow signature verification, David &amp; Kelly would WIN!",f,f,252501,44330,0.20101209
94,12/12/2020 18:56,https://t.co/4lH5PZRI9C,f,f,303081,66699,0.07080276
95,12/12/2020 16:04,"The Supreme Court had ZERO interest in the merits of the greatest voter fraud ever perpetrated on the United States of America. All they were interested in is “standing”, which makes it very difficult for the President to present a case on the merits. 75,000,000 votes!",f,f,274436,58999,0.07718728
96,12/12/2020 14:59,"Wow! Thousands of people forming in Washington (D.C.) for Stop the Steal. Didn’t know about this, but I’ll be seeing them! #MAGA",f,f,358667,62252,0.2725132
97,12/12/2020 14:53,"Why didn’t Bill Barr reveal the truth to the public, before the Election, about Hunter Biden. Joe was lying on the debate stage that nothing was wrong, or going on - Press confirmed. Big disadvantage for Republicans at the polls!",f,f,253167,52585,0.13249464
98,12/12/2020 13:47,WE HAVE JUST BEGUN TO FIGHT!!!,f,f,579984,104698,0.36928967
99,12/12/2020 13:45,"IF Biden gets in, nothing will happen to Hunter or Joe. Barr will do nothing, and the new group of partisan killers coming in will quickly kill it all. Same thing with Durham. We caught them cold, spying, treason &amp; more (the hard part), but “Justice” took too long. Will be DOA!",f,f,255339,53157,0.656767
100,12/12/2020 13:41,A big disappointment! https://t.co/esmB5HrJlH,f,f,154752,30227,0.10213853
101,12/12/2020 13:36,I have been doing this. I agree! https://t.co/1YTTGwxlxx,f,f,219461,45736,0.047273118
102,12/12/2020 13:19,"Who is a worse governor, @BrianKempGA of Georgia or @dougducey of Arizona??? These are two RINO Republicans who fought against me and the Republican Party harder than any Democrat. They allowed states that I won easily to be stolen. Never forget, vote them out of office!",f,f,170521,38125,0.5154597
103,12/12/2020 13:05,"I WON THE ELECTION IN A LANDSLIDE, but remember, I only think in terms of legal votes, not all of the fake voters and fraud that miraculously floated in from everywhere! What a disgrace!",f,f,349044,66657,0.55654156
104,12/12/2020 12:58,"“Justices Alito and Thomas say they would have allowed Texas to proceed with its election lawsuit.” @seanhannity  This is a great and disgraceful miscarriage of justice. The people of the United States were cheated, and our Country disgraced. Never even given our day in Court!",f,f,139746,30818,0.31089434
105,12/12/2020 12:31,"Georgia GOP Chair Says ‘We Are Trusting No One,’ Promises ‘Eyes on Every Part’ of Voting Process https://t.co/AzXwby5Qrd via @BreitbartNews  You can’t rely on @BrianKempGA. Unlike other governors for the many states I won, he lost total control. Signature verification???",f,f,103299,22464,0.12715182
106,12/12/2020 5:46,"“We’ve not gotten any court to judge this (the vote) on its merit.” @DanPatrick of Texas. It is a legal disgrace, an embarrassment to the USA!!!",f,f,193024,34418,0.5359551
107,12/12/2020 5:38,FDA APPROVES PFIZER VACCINE FOR EMERGENCY USE!!!,f,f,207616,22480,0.19270049
108,12/12/2020 5:24,"....that, after careful study and consideration, think you got “screwed”, something which will hurt them also. Many others likewise join the suit but, within a flash, it is thrown out and gone, without even looking at the many reasons it was brought. A Rigged Election, fight on!",f,f,166792,29390,0.3773306
109,12/12/2020 5:24,"So, you’re the President of the United States, and you just went through an election where you got more votes than any sitting President in history, by far - and purportedly lost. You can’t get “standing” before the Supreme Court, so you “intervene” with wonderful states.....",f,f,199544,39238,0.18050966
110,12/12/2020 4:50,"The Supreme Court really let us down. No Wisdom, No Courage!",f,f,353934,55941,0.0789436
111,12/12/2020 4:37,"....The American people deserve answers, better late than never.”  @IngrahamAngle",f,f,143467,20541,0.2917906
112,12/12/2020 4:37,"“Don’t the voters have to know what the Federal prosecutor’s know. The establishment failed us. The media, congressional leaders, the Democrat Party? No wonder 74 (a pres. record) million Americans voted for Donald Trump, &amp; they still don’t believe the outcome of this election...",f,f,182757,33794,0.08701826
113,12/12/2020 2:32,https://t.co/ofLq3OMicv,f,f,239475,45446,0.055424348
114,12/11/2020 23:34,https://t.co/dx3C7jNE4O,f,f,141083,37036,0.08979492
115,12/11/2020 23:05,https://t.co/GgwnkrGz9U,f,f,157247,40205,0.059841048
116,12/11/2020 22:36,"Georgia, where is signature verification approval? What do you have to lose? Must move quickly! @BrianKempGA @GeoffDuncanGA @GaSecofState",f,f,167351,32138,0.2303519
117,12/11/2020 20:28,"If the Supreme Court shows great Wisdom and Courage, the American People will win perhaps the most important case in history, and our Electoral Process will be respected again!",f,f,280063,50114,0.03389776
118,12/11/2020 20:28,"If the two Senators from Georgia should lose, which would be a horrible thing for our Country, I am the only thing that stands between “Packing the Court” (last number heard, 25), and preserving it. I will not, under any circumstances, Pack the Court!",f,f,177450,32284,0.14165819
119,12/11/2020 15:32,“Donald Trump must get the credit for the vaccines. It is a miracle.”  @Varneyco,f,f,205337,25664,0.078702055
120,12/11/2020 14:15,"Now it turns out that the Democrats want the Pack the Court with 26 Justices. This would be terrible, and must be stopped. Even Justice RBG was strongly opposed!",f,f,183687,35268,0.15099347
121,12/11/2020 13:16,"Now that the Biden Administration will be a scandal plagued mess for years to come, it is much easier for the Supreme Court of the United States to follow the Constitution and do what everybody knows has to be done. They must show great Courage &amp; Wisdom. Save the USA!!!",f,f,266423,51993,0.12771784
122,12/11/2020 12:52,"Now it turns out that my phone call to the President of Ukraine, which many, including me, have called “perfect”, was even better than that. I predicted Biden corruption, said to call the A.G., who perhaps knew of the corruption during the impeachment hoax?",f,f,199224,38370,0.24110274
123,12/11/2020 12:26,I just want to stop the world from killing itself!,f,f,589732,93938,0.7686542
124,12/11/2020 12:22,"The Swine Flu (H1N1), and the attempt for a vaccine by the Obama Administration, with Joe Biden in charge, was a complete and total disaster. Now they want to come in and take over one of the “greatest and fastest medical miracles in modern day history.” I don’t think so!",f,f,170116,29205,0.40324247
125,12/11/2020 12:11,"While my pushing the money drenched but heavily bureaucratic @US_FDA saved five years in the approval of NUMEROUS great new vaccines, it is still a big, old, slow turtle. Get the dam vaccines out NOW, Dr. Hahn @SteveFDA. Stop playing games and start saving lives!!!",f,f,119424,20903,0.15552239
126,12/11/2020 11:49,"No war with North Korea, tamed fighting in Idlib Province and many other places. NO WARS STARTED BY U.S., Troop removals all over, and so much more. Thank you Larry! https://t.co/NziA99ZqXY",f,f,141351,28789,0.09845762
127,12/11/2020 5:26,https://t.co/Om3mPWObcY,f,f,84737,20979,0.057357255
128,12/11/2020 5:25,https://t.co/PfJmvWYSp7,f,f,86267,21568,0.072536334
129,12/11/2020 5:14,https://t.co/0vXBKB8Nxb,f,f,108216,21286,0.045774575
130,12/11/2020 4:41,https://t.co/z82rCee6jS,f,f,70421,16319,0.06094737
131,12/11/2020 4:36,https://t.co/7Qslc09ZgH,f,f,77977,17429,0.060931135
132,12/11/2020 4:16,https://t.co/jauftZY0mM,f,f,77013,18665,0.10259136
133,12/11/2020 2:21,"Why didn’t the Fake News Media, the FBI and the DOJ report the Biden matter BEFORE the Election. Oh well, it’s OK, we won the Election anyway - 75,000,000 VOTES!!!",f,f,261197,52865,0.092204325
134,12/11/2020 1:07,Tremendous support from all over the Country. All we ask is COURAGE &amp; WISDOM from those that will be making one of the most important decisions in our Country’s history. God bless you!,f,f,263491,49859,0.052996904
135,12/11/2020 0:40,"19 states are fighting for us, almost unheard of support!",f,f,399587,58397,0.07839725
136,12/11/2020 0:39,"No Presidential candidate ever came even close to losing an Election who won Iowa, Florida and Ohio. I won all three, by a lot!",f,f,253860,40040,0.18419112
137,12/11/2020 0:34,"So true, a must read! https://t.co/DMP4vs5HV2",f,f,103440,24767,0.023469815
138,12/10/2020 21:23,https://t.co/F9A3hwE7dS,f,f,84346,14455,0.050343294
139,12/10/2020 20:24,https://t.co/hab5WLhtrI,f,f,168640,33138,0.042773344
140,12/10/2020 16:10,Morocco recognized the United States in 1777.  It is thus fitting we recognize their sovereignty over the Western Sahara.,f,f,234689,34451,0.03475172
141,12/10/2020 16:10,Another HISTORIC breakthrough today! Our two GREAT friends Israel and the Kingdom of Morocco have agreed to full diplomatic relations – a massive breakthrough for peace in the Middle East!,f,f,292386,54291,0.115845196
142,12/10/2020 16:09,"Today, I signed a proclamation recognizing Moroccan sovereignty over the Western Sahara.  Morocco's serious, credible, and realistic autonomy proposal is the ONLY basis for a just and lasting solution for enduring peace and prosperity!",f,f,176599,28519,0.07666441
143,12/10/2020 15:12,"Great. Most corrupt Election in history, by far. We won!!! https://t.co/nGMMaRQmz8",f,f,116008,23927,0.5154597
144,12/10/2020 14:37,Voter Fraud! https://t.co/6mLqg6rmIZ,f,f,120452,29584,0.15053856
145,12/10/2020 14:33,"....The fact that our Country is being stolen. A coup is taking place in front of our eyes, and the public can’t take this anymore.” A Trump fan at Georgia Rally on @OANN  Bad!",f,f,113176,21551,0.2676113
146,12/10/2020 14:33,"“People are upset, and they have a right to be. Georgia not only supported Trump in 2016, but now. This is the only State in the Deep South that went for Biden? Have they lost their minds? This is going to escalate dramatically. This is a very dangerous moment in our history....",f,f,167083,35616,0.084931456
147,12/10/2020 14:31,"“Donald Trump won by a landslide, and they stole it from him!” @seanhannity",f,f,201530,35160,0.37425506
148,12/10/2020 14:29,How does Governor @BrianKempGA allow certification of votes without verifying signatures and despite the recently released tape of ballots being stuffed? His poll numbers have dropped like a rock. He is finished as governor! @RepDougCollins,f,f,126547,27723,0.26348567
149,12/10/2020 14:26,How can you give an election to someone who lost the election by hundreds of thousands of legal votes in each of the swing states. How can a country be run by an illegitimate president?,f,f,228392,43954,0.19424291
150,12/10/2020 14:24,The Supreme Court has a chance to save our Country from the greatest Election abuse in the history of the United States. 78% of the people feel (know!) the Election was RIGGED.,f,f,209213,46234,0.088556185
151,12/10/2020 14:19,WISDOM &amp; COURAGE!!!,f,f,283651,41171,0.12304195
152,12/10/2020 1:37,“10% of voters would have changed their vote if they knew about Hunter Biden.” Miranda Devine @nypost @TuckerCarlson  But I won anyway!,f,f,213364,40317,0.10068313
153,12/10/2020 1:25,"“If you’re looking for Election Rigging, look no further. That’s what this is. They kept information from the public in order to influence the outcome of the Election. They RIGGED it.” @TuckerCarlson",f,f,205211,46790,0.05635374
154,12/9/2020 23:15,Wow! At least 17 States have joined Texas in the extraordinary case against the greatest Election Fraud in the history of the United States. Thank you!,f,f,359261,72857,0.15833864
155,12/9/2020 18:05,"At 10:00 P.M. on Election Evening, we were at 97% win with the so-called “bookies”.",f,f,262780,41872,0.028875295
156,12/9/2020 17:54,"If somebody cheated in the Election, which the Democrats did, why wouldn’t the Election be immediately overturned? How can a Country be run like this?",f,f,262143,51997,0.16596596
157,12/9/2020 15:34,#OVERTURN,f,f,307336,56734,0.10895781
158,12/9/2020 15:19,"No candidate has ever won both Florida and Ohio and lost. I won them both, by a lot! #SupremeCourt",f,f,335532,55039,0.13332151
159,12/9/2020 15:17,"We will soon be learning about the word “courage”, and saving our Country. I received hundreds of thousands of legal votes more, in all of the Swing States, than did my opponent.   ALL Data taken after the vote says that it was impossible for me to lose, unless FIXED!",f,f,213968,47192,0.08114878
160,12/9/2020 14:59,This case had nothing to do with me. Fake News (as usual!). https://t.co/CZnO4GFcco,f,f,75085,14888,0.15524425
161,12/9/2020 14:42,STOCK MARKETS AT NEW ALL TIME HIGHS!!!,f,f,207109,25710,0.329591
162,12/9/2020 14:35,RIGGED ELECTION!,f,f,337826,54854,0.06774019
163,12/9/2020 14:34,There is massive evidence of widespread fraud in the four states (plus) mentioned in the Texas suit. Just look at all of the tapes and affidavits!,f,f,193520,39561,0.079997756
164,12/9/2020 14:27,Germany has consistently been used by my obnoxious critics as the country that we should follow on the way to handle the China Virus. So much for that argument. I love Germany - Vaccines on the way!!! https://t.co/hEeKIqDMQn,f,f,82039,15430,0.1856972
165,12/9/2020 13:44,We will be INTERVENING in the Texas (plus many other states) case. This is the big one. Our Country needs a victory!,f,f,273974,49942,0.08594035
